iter	MultiClass
903	0.4173691117
904	0.4172628012
905	0.4171608951
906	0.4170073339
907	0.4166706454
908	0.4164308066
909	0.4161721594
910	0.4160083307
911	0.4158433235
912	0.4157221648
913	0.4155784111
914	0.415166386
915	0.4150463188
916	0.4148193112
917	0.4146464733
918	0.4145556474
919	0.4144105765
920	0.4142979124
921	0.4141399247
922	0.4140544518
923	0.4138030983
924	0.4136396101
925	0.4134128742
926	0.4133424679
927	0.4131682484
928	0.4129233325
929	0.4128484553
930	0.4126087116
931	0.4122950871
932	0.4117972042
933	0.4116590944
934	0.4115605755
935	0.4113929859
936	0.4111882737
937	0.4110914806
938	0.4109497944
939	0.4105820788
940	0.4103447398
941	0.4102305392
942	0.4100344924
943	0.4099255823
944	0.4097990457
945	0.4096930035
946	0.4095659488
947	0.4094055003
948	0.4092860954
949	0.4091570369
950	0.4089960334
951	0.4087743744
952	0.4085874391
953	0.4084167305
954	0.4080525915
955	0.4079056132
956	0.4077479648
957	0.4075986785
958	0.4070998425
959	0.406938873
960	0.4068083157
961	0.4066724426
962	0.4065248083
963	0.4062485079
964	0.4061142919
965	0.4057914079
966	0.4051371193
967	0.404983039
968	0.4048485467
969	0.4046489249
970	0.4044367795
971	0.4042232048
972	0.4041528635
973	0.4040029199
974	0.4037785024
975	0.4036070993
976	0.4032219376
977	0.4031112489
978	0.4028363425
979	0.402716737
980	0.40245238
981	0.4023460337
982	0.4020658486
983	0.4016535391
984	0.4015559837
985	0.4014612479
986	0.4010912322
987	0.4008605207
988	0.4007501948
989	0.4006119619
990	0.400511294
991	0.4003617323
992	0.4002116223
993	0.4001231181
994	0.400012002
995	0.3999017661
996	0.3995627275
997	0.3992028481
998	0.3991311196
999	0.3986576955
